EMA3/EMA30, EMA15/EMA60, Close/Highest Close 200, Lowest Close 200 / Close, SMA3/SMA15, ATR3/ATR15, ADX3, ADX15, StochK3, StochK15, RSI3, RSI15, MACD
1.00204306927817, 1.00204306927817, 0.9905665845529634, 0.9346245556547053, 1.003687721366076, 0.7476128472222272, 50.76708673105018, 50.76708673105018, 50.89261923794319, 70.20267356619219, 52.18987394801836, 52.18987394801836, -0.0002027094095613524
1.002703124136847, 1.002703124136847, 0.9913345891899726, 0.9339004852949775, 1.004098190149566, 0.7939431143851106, 90.56666507228636, 90.56666507228636, 62.07243460764621, 72.90498778208998, 68.4669869482079, 68.4669869482079, -0.0004303906594851359
1.002857434259894, 1.002857434259894, 0.9908129256629475, 0.9343921843921844, 1.00470856540779, 1.263020833333332, 84.11963251825868, 84.11963251825868, 77.1476793248948, 79.17937766931067, 79.90218441101639, 79.90218441101639, -0.0008715344997951569
1.002133765939406, 1.002133765939406, 0.9914287784379077, 0.9338117614387921, 1.001837505890702, 1.361288504883545, 75.96831684548023, 75.96831684548023, 74.12098711509081, 61.72217709179524, 78.25780835694418, 78.25780835694418, -0.001529844863248364
0.9951920924958742, 0.9951920924958742, 0.9810534705115201, 0.9436874561500683, 0.9960687007761275, 0.953654188948299, 79.85924950682133, 79.85924950682133, 19.25038245792936, 13.89708712947511, 7.312735624157611, 7.312735624157611, -0.002738307912245608
0.99613713009502, 0.99613713009502, 0.9861614258803073, 0.938799500404085, 0.9970671474536172, 1.078286558345639, 69.02991402458164, 69.02991402458164, 24.26710097719842, 19.81337082960486, 8.467728182712747, 8.467728182712747, -0.002123092612056565
0.9981425057342208, 0.9981425057342208, 0.9866033908129257, 0.9383789499966954, 0.9982720185725068, 0.9572281491631663, 52.95707445301314, 52.95707445301314, 23.70860927152318, 27.93506983767434, 25.5641886397983, 25.5641886397983, -0.001419991009094623
0.9985555713078537, 0.9985555713078537, 0.9881973627010579, 0.9368653356893051, 0.9985469592792335, 0.8447270293527215, 51.37498318646698, 51.37498318646698, 43.51170568561823, 30.64588979223095, 28.93392661443839, 28.93392661443839, -0.001219741457545442
0.9993217314840683, 0.9993217314840683, 0.9897406173018404, 0.9354045269538228, 0.9992732044124826, 0.6266060486262213, 28.7231388853375, 28.7231388853375, 68.31404441663958, 34.06272793581297, 42.35876176975716, 42.35876176975716, -0.001008517608731108
0.9997879411681935, 0.9997879411681935, 0.9906245471670773, 0.93456986966634, 0.9994193546499935, 0.7824461456293455, 55.89853111742517, 55.89853111742517, 84.25076452599262, 34.27161926871706, 60.46756381002008, 60.46756381002008, -0.0009482498219355318
0.9995470132428996, 0.9995470132428996, 0.9901825822344588, 0.9349870120367323, 0.9978442509052191, 0.9535967033951451, 49.76565326919166, 49.76565326919166, 78.08930425752746, 29.0965370477846, 72.26421448786915, 72.26421448786915, -0.001074406213015466
0.9982952714174327, 0.9982952714174327, 0.9858643674829736, 0.9390823773232698, 0.9953840327791711, 1.234730644169091, 51.38188534181086, 51.38188534181086, 56.18202633085205, 19.07862766060825, 70.33510057476056, 70.33510057476056, -0.001344018098168309
0.9952580625444143, 0.9952580625444143, 0.9873424141428779, 0.9376765756973136, 0.9945107060231745, 1.106256206554134, 50.99955106740001, 50.99955106740001, 47.25469358838087, 13.56656157835852, 20.92755060869557, 20.92755060869557, -0.001311279044338365
0.996227256613079, 0.996227256613079, 0.9874510940443415, 0.9375733740314628, 0.9943063544551246, 0.8045179827603401, 49.79900908285185, 49.79900908285185, 31.52840757535344, 12.34851650647719, 40.95294429943684, 40.95294429943684, -0.000570255354122029
0.9955705127952025, 0.9955705127952025, 0.984197942327199, 0.9406724136661784, 0.9932604522147989, 0.853021978021985, 59.1693937595408, 59.1693937595408, 13.96312409364039, 7.122477015745737, 41.68757567375728, 41.68757567375728, -0.0001690177661859416
0.9946068507115238, 0.9946068507115238, 0.9844515287639474, 0.9404301043613936, 0.993400473605061, 1.232269503546101, 84.83697389917461, 84.83697389917461, 7.807486631016554, 5.389959659346049, 9.174744080893433, 9.174744080893433, 0.0003302930135602455
0.9959841551565103, 0.9959841551565103, 0.9899579771047676, 0.9351991451615264, 0.996884576197369, 1.326685660018987, 78.61540013658848, 78.61540013658848, 16.56064926519018, 21.63694342742471, 9.448515249421675, 9.448515249421675, 0.001419954510420984
0.9994738850481495, 0.9994738850481495, 0.9972974931169397, 0.9283166360327504, 1.00090727309552, 1.155710684506481, 68.22160773338298, 68.22160773338298, 36.57708628005649, 42.35411223093244, 16.63366984058776, 16.63366984058776, 0.002754468573535451
1.002765899144197, 1.002765899144197, 0.9989566729459499, 0.9267747831384723, 1.003807518137053, 1.006368727352571, 58.86031612728036, 58.86031612728036, 50.75334821428508, 59.59935299241024, 51.29671092283335, 51.29671092283335, 0.003643910616659252
1.003573292984101, 1.003573292984101, 1, 0.9258078539342125, 1.003483198930282, 0.881617567126844, 87.74596413034067, 87.74596413034067, 44.02659463951733, 57.26017170586042, 74.78314539259816, 74.78314539259816, 0.003694741579095107
1.003478621304123, 1.003478621304123, 0.9959353716852631, 0.9295862766352149, 1.002668499084605, 1.576686465846399, 82.58866019769452, 82.58866019769452, 38.82708200889984, 52.1089958939903, 92.54641571530578, 92.54641571530578, 0.003472715039089858
1.001862268156543, 1.001862268156543, 0.9959571076655558, 0.9295659891460913, 1.000677994418692, 1.340457849625685, 72.27405233240225, 72.27405233240225, 42.42013552758932, 46.1591791458681, 80.5430476935737, 80.5430476935737, 0.002992198036550819
