Open0,High0,Low0,Close0,Open1,High1,Low1,Close1,Open2,High2,Low2,Close2,Open3,High3,Low3,Close3,Open4,High4,Low4,Close4,Open5,High5,Low5,Close5
0,0.00045,-0.00067,-0.00066,0.00043,0.0006400000000000001,-0.00136,2e-005,0.00268,0.00281,-0.00016,0.00039,0.00278,0.00336,0.00201,0.00269,0.0029,0.00299,0.00138,0.00278,0.00203,0.0036,0.00164,0.0029
0,0.00021,-0.00179,-0.00041,0.00225,0.00238,-0.00059,-4e-005,0.00235,0.00293,0.00158,0.00226,0.00247,0.00256,0.00095,0.00235,0.0016,0.00317,0.00121,0.00247,0.00274,0.00282,0.0015,0.00161
0,0.00013,-0.00284,-0.00229,0.0001,0.0006800000000000001,-0.00067,1e-005,0.00022,0.00031,-0.0013,0.0001,-0.00065,0.00092,-0.00104,0.00022,0.00049,0.00057,-0.00075,-0.0006400000000000001,0.00038,0.0006,6e-005,0.0005
0,0.00058,-0.00077,-9.000000000000001e-005,0.00012,0.00021,-0.0014,0,-0.00075,0.00082,-0.00114,0.00012,0.00039,0.00047,-0.00085,-0.00074,0.00028,0.0005,-4e-005,0.0004,9.000000000000001e-005,0.00046,-2e-005,0.00029
0,9.000000000000001e-005,-0.00152,-0.00012,-0.00087,0.0007,-0.00126,0,0.00027,0.00035,-0.0009700000000000001,-0.00086,0.00016,0.00038,-0.00016,0.00028,-3e-005,0.00034,-0.00014,0.00017,0.00012,0.00014,-0.00044,-2e-005
0,0.00157,-0.00039,0.00087,0.00114,0.00122,-0.0001,1e-005,0.00103,0.00125,0.00071,0.00115,0.00084,0.00121,0.00073,0.00104,0.00099,0.00101,0.00043,0.00085,0,0.00119,-0.0003,0.00099
0,8.000000000000001e-005,-0.00124,-0.00113,-0.00011,0.00011,-0.00043,1e-005,-0.0003,6.999999999999999e-005,-0.00041,-0.0001,-0.00015,-0.00013,-0.00071,-0.00029,-0.00114,5e-005,-0.00144,-0.00015,-0.00265,-0.00055,-0.00265,-0.00115
0,0.00022,-0.00032,0.00012,-0.00019,0.00018,-0.0003,1e-005,-4e-005,-2e-005,-0.0006,-0.00018,-0.00103,0.00016,-0.00133,-4e-005,-0.00254,-0.00044,-0.00254,-0.00104,-0.00227,-0.00223,-0.00268,-0.00254
0,0.00037,-0.00011,0.0002,0.00015,0.00017,-0.00041,1e-005,-0.00084,0.00035,-0.00114,0.00015,-0.00235,-0.00025,-0.00235,-0.00085,-0.00208,-0.00204,-0.00249,-0.00235,-0.00206,-0.00196,-0.00212,-0.00208
0,2e-005,-0.00056,-0.00014,-0.00099,0.0002,-0.00129,0,-0.0025,-0.0004,-0.0025,-0.001,-0.00223,-0.00219,-0.00264,-0.0025,-0.00221,-0.00211,-0.00227,-0.00223,-0.00216,-0.0019,-0.00225,-0.00221
0,0.00119,-0.0003,0.00099,-0.00151,0.00059,-0.00151,-1e-005,-0.00124,-0.0012,-0.00165,-0.00151,-0.00122,-0.00112,-0.00128,-0.00124,-0.00117,-0.00091,-0.00126,-0.00122,-0.00113,-0.00099,-0.00134,-0.00118
0,0.0021,0,0.0015,0.00027,0.00031,-0.00014,0,0.00029,0.00039,0.00023,0.00027,0.00034,0.0006,0.00025,0.00029,0.00038,0.00052,0.00017,0.00033,0.00057,0.00077,0.00028,0.00036
0,4e-005,-0.00041,-0.00027,2e-005,0.00012,-4e-005,0,6.999999999999999e-005,0.00033,-2e-005,2e-005,0.00011,0.00025,-0.0001,6e-005,0.0003,0.0005,1e-005,9.000000000000001e-005,0.00029,0.00056,2e-005,0.00028
0,0.0001,-6e-005,-2e-005,5e-005,0.00031,-4e-005,0,9.000000000000001e-005,0.00023,-0.00012,4e-005,0.00028,0.00048,-1e-005,6.999999999999999e-005,0.00027,0.00054,0,0.00026,0.00013,0.00148,0.00012,0.00027
0,0.00026,-9.000000000000001e-005,-5e-005,4e-005,0.00018,-0.00017,-1e-005,0.00023,0.00043,-6e-005,2e-005,0.00022,0.00049,-5e-005,0.00021,8.000000000000001e-005,0.00143,6.999999999999999e-005,0.00022,-9.000000000000001e-005,0.00023,-0.00043,6.999999999999999e-005
0,0.00014,-0.00021,-5e-005,0.00019,0.00039,-0.0001,-2e-005,0.00018,0.00045,-9.000000000000001e-005,0.00017,4e-005,0.00139,3e-005,0.00018,-0.00013,0.00019,-0.00047,3e-005,-1e-005,0.00066,-0.00055,-0.00013
0,0.0002,-0.00029,-0.00021,-1e-005,0.00026,-0.00028,-2e-005,-0.00015,0.0012,-0.00016,-1e-005,-0.00032,0,-0.00066,-0.00016,-0.0002,0.00047,-0.00074,-0.00032,-0.00254,0.00141,-0.00255,-0.00021
0,0.00027,-0.00027,-1e-005,-0.00014,0.00121,-0.00015,0,-0.00031,1e-005,-0.00065,-0.00015,-0.00019,0.00048,-0.00073,-0.00031,-0.00253,0.00142,-0.00254,-0.0002,-0.00114,-0.00087,-0.00273,-0.00256
0,0.00135,-1e-005,0.00014,-0.00017,0.00015,-0.00051,-1e-005,-5e-005,0.00062,-0.00059,-0.00017,-0.00239,0.00156,-0.0024,-6e-005,-0.001,-0.00073,-0.00259,-0.00242,-0.00166,-0.00069,-0.00172,-0.001
0,0.00032,-0.00034,0.00016,0.00012,0.00079,-0.00042,0,-0.00222,0.00173,-0.00223,0.00011,-0.00083,-0.00056,-0.00242,-0.00225,-0.00149,-0.00052,-0.00155,-0.00083,-0.00142,-0.00046,-0.00155,-0.0015
0,0.00067,-0.00054,-0.00012,-0.00234,0.00161,-0.00235,-1e-005,-0.00095,-0.0006800000000000001,-0.00254,-0.00237,-0.00161,-0.0006400000000000001,-0.00167,-0.00095,-0.00154,-0.00058,-0.00167,-0.00162,-0.00104,-0.0007200000000000001,-0.00187,-0.00153
0,0.00395,-1e-005,0.00233,0.00139,0.00166,-0.0002,-3e-005,0.00073,0.0017,0.00067,0.00139,0.0008,0.00176,0.00067,0.0007200000000000001,0.0013,0.00162,0.00047,0.00081,0.00102,0.0016,0.00073,0.00129
0,0.00027,-0.00159,-0.00142,-0.00066,0.00031,-0.0007200000000000001,0,-0.00059,0.00037,-0.0007200000000000001,-0.00067,-9.000000000000001e-005,0.00023,-0.00092,-0.00058,-0.00037,0.00021,-0.00066,-0.0001,0.0003,0.00038,-0.00075,-0.00037
0,0.0009700000000000001,-6e-005,0.00066,6.999999999999999e-005,0.00103,-6e-005,-1e-005,0.00057,0.00089,-0.00026,8.000000000000001e-005,0.00029,0.00087,0,0.00056,0.00096,0.00104,-9.000000000000001e-005,0.00029,0.00094,0.00101,0.00039,0.00096
0,0.00096,-0.00013,-8.000000000000001e-005,0.0005,0.00082,-0.00033,1e-005,0.00022,0.0008,-6.999999999999999e-005,0.00049,0.00089,0.0009700000000000001,-0.00016,0.00022,0.00087,0.00094,0.00032,0.00089,-0.00077,0.00106,-0.0008,0.00087
0,0.00032,-0.00083,-0.00049,-0.00028,0.0003,-0.00057,-1e-005,0.00039,0.00047,-0.00066,-0.00028,0.00037,0.00044,-0.00018,0.00039,-0.00127,0.00056,-0.0013,0.00037,-0.00219,-0.00067,-0.00267,-0.00128
0,0.00058,-0.00029,0.00027,0.00067,0.00075,-0.00038,0,0.00065,0.0007200000000000001,0.0001,0.00067,-0.00099,0.00084,-0.00102,0.00065,-0.00191,-0.00039,-0.00239,-0.001,-0.00205,-0.00177,-0.00239,-0.00191
0,8.000000000000001e-005,-0.00105,-0.00067,-2e-005,5e-005,-0.00057,0,-0.00166,0.00017,-0.00169,-2e-005,-0.00258,-0.00106,-0.00306,-0.00167,-0.00272,-0.00244,-0.00306,-0.00258,-0.00238,-0.00193,-0.00274,-0.00274
0,6.999999999999999e-005,-0.00055,2e-005,-0.00164,0.00019,-0.00167,0,-0.00256,-0.00104,-0.00304,-0.00165,-0.0027,-0.00242,-0.00304,-0.00256,-0.00236,-0.00191,-0.00272,-0.00272,-0.00238,-0.00193,-0.00243,-0.00237
0,0.00183,-3e-005,0.00164,-0.00092,0.0006,-0.0014,-1e-005,-0.00106,-0.00078,-0.0014,-0.00092,-0.0007200000000000001,-0.00027,-0.00108,-0.00108,-0.00074,-0.00029,-0.00079,-0.00073,-0.00096,-0.00057,-0.00123,-0.00078
0,0.00152,-0.00048,0.00091,-0.00014,0.00014,-0.00048,0,0.0002,0.00065,-0.00016,-0.00016,0.00018,0.00063,0.00013,0.00019,-4e-005,0.00035,-0.00031,0.00014,0.00046,0.00057,-0.00087,-4e-005
0,0.00028,-0.00034,0.00014,0.00034,0.00079,-2e-005,-2e-005,0.00032,0.00077,0.00027,0.00033,0.0001,0.00049,-0.00017,0.00028,0.0006,0.00071,-0.00073,0.0001,0.00086,0.00109,0.00058,0.0006
0,0.00045,-0.00036,-0.00036,-2e-005,0.00043,-6.999999999999999e-005,-1e-005,-0.00024,0.00015,-0.00051,-6e-005,0.00026,0.00037,-0.00107,-0.00024,0.00052,0.00075,0.00024,0.00026,0.00034,0.00063,0.00025,0.00052
0,0.00045,-5e-005,1e-005,-0.00022,0.00017,-0.00049,-4e-005,0.00028,0.00039,-0.00105,-0.00022,0.00054,0.00077,0.00026,0.00028,0.00036,0.00065,0.00027,0.00054,0.00051,0.00075,0.00035,0.00035
0,0.00039,-0.00027,0.00018,0.0005,0.00061,-0.00083,0,0.00076,0.00099,0.00048,0.0005,0.00058,0.00087,0.00049,0.00076,0.00073,0.0009700000000000001,0.00057,0.00057,0.0009700000000000001,0.001,0.00056,0.00074
0,0.00011,-0.00133,-0.0005,0.00026,0.00049,-2e-005,0,8.000000000000001e-005,0.00037,-1e-005,0.00026,0.00023,0.00047,6.999999999999999e-005,6.999999999999999e-005,0.00047,0.0005,6e-005,0.00024,0.00091,0.00116,0.00037,0.00046
0,0.00023,-0.00028,-0.00026,-0.00018,0.00011,-0.00027,0,-3e-005,0.00021,-0.00019,-0.00019,0.00021,0.00024,-0.0002,-2e-005,0.00065,0.0009,0.00011,0.0002,-4e-005,0.0009,-0.0001,0.00065
0,0.00029,-9.000000000000001e-005,0.00018,0.00015,0.00039,-1e-005,-1e-005,0.00039,0.00042,-2e-005,0.00016,0.00083,0.00108,0.00029,0.00038,0.00014,0.00108,8.000000000000001e-005,0.00083,0.00148,0.00185,-0.0002,0.00014
0,0.00024,-0.00016,-0.00016,0.00024,0.00027,-0.00017,1e-005,0.0006800000000000001,0.0009300000000000001,0.00014,0.00023,-1e-005,0.0009300000000000001,-6.999999999999999e-005,0.0006800000000000001,0.00133,0.0017,-0.00035,-1e-005,0.00247,0.00293,0.00133,0.00133
0,3e-005,-0.00041,-0.00023,0.00044,0.00069,-0.0001,-1e-005,-0.00025,0.00069,-0.00031,0.00044,0.00109,0.00146,-0.00059,-0.00025,0.00223,0.00269,0.00109,0.00109,0.00302,0.00306,0.00159,0.00224
0,0.00025,-0.00054,-0.00045,-0.00069,0.00025,-0.00075,0,0.00065,0.00102,-0.00103,-0.00069,0.00179,0.00225,0.00065,0.00065,0.00258,0.00262,0.00115,0.0018,0.00183,0.00335,0.00181,0.00256
0,0.00094,-6e-005,0.00069,0.00134,0.00171,-0.00034,0,0.00248,0.00294,0.00134,0.00134,0.00327,0.00331,0.00184,0.00249,0.00252,0.00404,0.0025,0.00325,0.00297,0.00364,0.00238,0.0025
0,0.00037,-0.00168,-0.00134,0.00114,0.0016,0,0,0.00193,0.00197,0.0005,0.00115,0.00118,0.0027,0.00116,0.00191,0.00163,0.0023,0.00104,0.00116,0.00101,0.00239,0.00045,0.00161
0,0.00046,-0.00114,-0.00114,0.00079,0.00083,-0.0006400000000000001,1e-005,4e-005,0.00156,2e-005,0.00077,0.00049,0.00116,-0.0001,2e-005,-0.00013,0.00125,-0.00069,0.00047,0.00045,0.00058,-0.0003,-0.00011
0,4e-005,-0.00143,-0.00078,-0.00075,0.00077,-0.00077,-2e-005,-0.0003,0.00037,-0.00089,-0.00077,-0.00092,0.00046,-0.00148,-0.00032,-0.00034,-0.00021,-0.00109,-0.0009,0.00015,0.00035,-0.00059,-0.00034
0,0.00152,-2e-005,0.00073,0.00045,0.00112,-0.00014,-2e-005,-0.00017,0.00121,-0.00073,0.00043,0.00041,0.00054,-0.00034,-0.00015,0.0009,0.0011,0.00016,0.00041,0.0004,0.0016,9.000000000000001e-005,0.00089
0,0.00067,-0.00059,-0.00047,-0.00062,0.00076,-0.00118,-2e-005,-4e-005,9.000000000000001e-005,-0.00079,-0.0006,0.00045,0.00065,-0.00029,-4e-005,-5e-005,0.00115,-0.00036,0.00044,-0.00048,0.00029,-0.00062,-6e-005
0,0.00138,-0.00056,0.0006,0.00058,0.00071,-0.00017,2e-005,0.00107,0.00127,0.00033,0.00058,0.00057,0.00177,0.00026,0.00106,0.00014,0.00091,0,0.00056,0.00168,0.00178,-0.00021,0.00014
0,0.00013,-0.00075,-0.00056,0.00049,0.00069,-0.00025,0,-1e-005,0.00119,-0.00032,0.00048,-0.00044,0.00033,-0.00058,-2e-005,0.0011,0.0012,-0.00079,-0.00044,0.0007200000000000001,0.00173,0.00069,0.0011
0,0.0002,-0.00074,-0.00049,-0.0005,0.0007,-0.00081,-1e-005,-0.0009300000000000001,-0.00016,-0.00107,-0.00051,0.00061,0.00071,-0.00128,-0.0009300000000000001,0.00023,0.00124,0.0002,0.00061,1e-005,0.00054,-0.00027,0.00021
0,0.0012,-0.00031,0.00049,-0.00043,0.00034,-0.00057,-1e-005,0.00111,0.00121,-0.00078,-0.00043,0.00073,0.00174,0.0007,0.00111,0.00051,0.00104,0.00023,0.00071,0.00069,0.00081,0.00043,0.00051
0,0.00077,-0.00014,0.00042,0.00154,0.00164,-0.00035,0,0.00116,0.00217,0.00113,0.00154,0.00094,0.00147,0.00066,0.00114,0.00112,0.00124,0.00086,0.00094,0.00101,0.00134,0.00082,0.00112
0,0.0001,-0.00189,-0.00154,-0.00038,0.00063,-0.00041,0,-0.0006,-6.999999999999999e-005,-0.00088,-0.0004,-0.00042,-0.0003,-0.0006800000000000001,-0.0006,-0.00053,-0.0002,-0.0007200000000000001,-0.00042,-0.00114,-5e-005,-0.00114,-0.00052
0,0.00101,-3e-005,0.00038,-0.00022,0.00031,-0.0005,-2e-005,-4e-005,8.000000000000001e-005,-0.0003,-0.00022,-0.00015,0.00018,-0.00034,-4e-005,-0.00076,0.00033,-0.00076,-0.00014,-0.00096,-0.00041,-0.00115,-0.00076
0,0.00053,-0.00028,0.0002,0.00018,0.0003,-8.000000000000001e-005,0,6.999999999999999e-005,0.0004,-0.00012,0.00018,-0.00054,0.00055,-0.00054,8.000000000000001e-005,-0.00074,-0.00019,-0.0009300000000000001,-0.00054,-0.00162,-0.0006800000000000001,-0.00172,-0.00073
0,0.00012,-0.00026,-0.00018,-0.00011,0.00022,-0.0003,0,-0.0007200000000000001,0.00037,-0.0007200000000000001,-0.0001,-0.00092,-0.00037,-0.00111,-0.0007200000000000001,-0.0018,-0.00086,-0.0019,-0.00091,-0.00192,-0.00166,-0.00254,-0.00179
0,0.00033,-0.00019,0.00011,-0.00061,0.00048,-0.00061,1e-005,-0.00081,-0.00026,-0.001,-0.00061,-0.00169,-0.00075,-0.00179,-0.0008,-0.00181,-0.00155,-0.00243,-0.00168,-0.00124,-0.00108,-0.00181,-0.0018
0,0.00109,0,0.00062,-0.0002,0.00035,-0.00039,0,-0.00108,-0.00014,-0.00118,-0.00019,-0.0012,-0.00094,-0.00182,-0.00107,-0.00063,-0.00047,-0.0012,-0.00119,-0.00053,-0.00034,-0.00069,-0.00063
0,0.00055,-0.00019,0.0002,-0.00088,6e-005,-0.00098,1e-005,-0.001,-0.00074,-0.00162,-0.00087,-0.00043,-0.00027,-0.001,-0.00099,-0.00033,-0.00014,-0.00049,-0.00043,-0.0001,0.00016,-0.00038,-0.00031
0,0.00094,-0.0001,0.00089,-0.00012,0.00014,-0.00074,1e-005,0.00045,0.00061,-0.00012,-0.00011,0.00055,0.00074,0.00039,0.00045,0.00078,0.00104,0.0005,0.00057,0.00079,0.0009,0.00069,0.00078
0,0.00026,-0.00062,0.00013,0.00057,0.00073,0,1e-005,0.00067,0.00086,0.00051,0.00057,0.0009,0.00116,0.00062,0.00069,0.00091,0.00102,0.00081,0.0009,0.00087,0.00101,0.00069,0.00091
0,0.00016,-0.00057,-0.00056,0.0001,0.00029,-6e-005,0,0.00033,0.00059,5e-005,0.00012,0.00034,0.00045,0.00024,0.00033,0.0003,0.00044,0.00012,0.00034,0.0006400000000000001,0.00079,0.00022,0.0003
0,0.00019,-0.00016,-0.0001,0.00023,0.00049,-5e-005,2e-005,0.00024,0.00035,0.00014,0.00023,0.0002,0.00034,2e-005,0.00024,0.00054,0.00069,0.00012,0.0002,0.0008,0.00104,0.0004,0.00052
0,0.00026,-0.00028,-0.00021,1e-005,0.00012,-9.000000000000001e-005,0,-3e-005,0.00011,-0.00021,1e-005,0.00031,0.00046,-0.00011,-3e-005,0.00057,0.00081,0.00017,0.00029,0.00051,0.00112,0.00043,0.00057
0,0.00011,-0.0001,-1e-005,-4e-005,0.0001,-0.00022,0,0.0003,0.00045,-0.00012,-4e-005,0.00056,0.0008,0.00016,0.00028,0.0005,0.00111,0.00042,0.00056,0.00052,0.00121,0.0003,0.00052
0,0.00014,-0.00018,4e-005,0.00034,0.00049,-8.000000000000001e-005,0,0.0006,0.00084,0.0002,0.00032,0.00054,0.00115,0.00046,0.0006,0.00056,0.00125,0.00034,0.00056,-0.00028,0.00099,-0.0003,0.00055
0,0.00015,-0.00042,-0.00034,0.00026,0.0005,-0.00014,-2e-005,0.0002,0.00081,0.00012,0.00026,0.00022,0.00091,0,0.00022,-0.00062,0.00065,-0.0006400000000000001,0.00021,0.00028,0.00132,-0.00076,-0.00062
0,0.00024,-0.0004,-0.00028,-6e-005,0.00055,-0.00014,0,-4e-005,0.00065,-0.00026,-4e-005,-0.00088,0.00039,-0.0009,-5e-005,2e-005,0.00106,-0.00102,-0.00088,-0.00016,0.00027,-0.0006,3e-005
0,0.00061,-8.000000000000001e-005,6e-005,2e-005,0.00071,-0.0002,2e-005,-0.00082,0.00045,-0.00084,1e-005,8.000000000000001e-005,0.00112,-0.00096,-0.00082,-0.0001,0.00033,-0.00054,9.000000000000001e-005,-5e-005,0.00037,-0.00012,-9.000000000000001e-005
0,0.00069,-0.00022,0,-0.00084,0.00043,-0.00086,-1e-005,6e-005,0.0011,-0.00098,-0.00084,-0.00012,0.00031,-0.00056,6.999999999999999e-005,-6.999999999999999e-005,0.00035,-0.00014,-0.00011,-2e-005,0.00045,-0.00024,-6.999999999999999e-005
0,0.00127,-2e-005,0.00083,0.0009,0.00194,-0.00014,0,0.0007200000000000001,0.00115,0.00028,0.00091,0.00077,0.00119,0.0007,0.00073,0.00082,0.00129,0.0006,0.00077,0.00013,0.00099,-6.999999999999999e-005,0.00083
0,0.00104,-0.00104,-0.0009,-0.00018,0.00025,-0.00062,1e-005,-0.00013,0.00029,-0.0002,-0.00017,-8.000000000000001e-005,0.00039,-0.0003,-0.00013,-0.00077,9.000000000000001e-005,-0.0009700000000000001,-6.999999999999999e-005,-0.0006800000000000001,-0.0006,-0.00162,-0.00077
